,inmueble,municipio,clave_ct,responsable,turno,nombre_ct,director,nivel,matricula,docente,grupos,aulas_existentes,aulas_uso,inversion_tiempo_completo_2014,inversion_tiempo_completo_2015,beneficiarios_alimentos_dif_2014,inversion_aulas_interactivas_2015,inversion_aulas_interactivas_2014,inversion_aulas_interactivas_2013,aulas_interactivas_observacion,inversion_aulas_provisionales_2013,inversion_aulas_provisionales_2014,inversion_aulas_provisionales_2015,aulas_provisionales_observacion,conectividad,inversion_pec_2013,observacion_pec2013,inversion_pec_2014,observacion_pec2014,inversion_mobiliario,observacion_mobiliario,inversion_excelencia_2014,inversion_pes_2013,inversion_pes_2014,inversion_coniba_2013,inversion_escuela_digna_2013,inversion_fonden_2013,inversion_programa_sana_2013,inversion_coniba_2014,inversion_escuelas_de_tiempo_completo_2014,inversion_escuela_digna_2014,inversion_faeb_2014,inversion_fonden_2014,inversion_infraestructura_educativa_estatal_2014_(recurso_2013),inversion_programa_escuelas_de_excelencia_2014,inversion_programa_sana_2014,inversion_programa_coniba_2015,inversion_escuelas_de_tiempo_completo_2015_(recurso_2014),inversion_programa_escuela_digna_2015,inversion_faeb_2015,inversion_fonden_2015,inversion_infraestructura_educativa_estatal_2015_(recurso_2013),inversion_programa_escuelas_de_excelencia_2015_(recurso_2014),inversion_programa_sana_2015,otros_programas
8468,1404334X,PIHUAMO,14EPR0631M,R,MATUTINO,DR ATL,NAZARIO VARGAS LOPEZ,PRIMARIA,332.0,12.0,12.0,14.0,12.0,,,BENEFICIARIOS = 84 / ALIMENTO CALIENTE,,,,,,,,"TOTAL DE AULAS = 5/ POR SUSTITUIR USO EDUC = 0/ OTRO USO = 5/ OBSERVACIONES 1 BIBLIOTECA, 4 BODEGAS/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0",eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,,,90000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=332,,,,,,,,,,,,,,,,,,,,,,,,,,
8469,1404334X,PIHUAMO,14EPR1310J,L,VESPERTINO,DR ATL,NAZARIO VARGAS LOPEZ,PRIMARIA,39.0,2.0,6.0,14.0,2.0,,,BENEFICIARIOS = 17 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8470,1404336F,PIHUAMO,14EJN0277V,R,MATUTINO,GABRIELA MISTRAL,ROCIO DEL SAGRARIO RAMOS MENDOZA,PREESCOLAR,63.0,3.0,3.0,4.0,3.0,,,BENEFICIARIOS = 46 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /MC2 = 1 MB INSTALADO /,80000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=63,69000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=75,,,,,,,,,,,,,,,,,,,,,,,,,,
8471,1404337J,PIHUAMO,14DJN1746E,R,MATUTINO,ESTEFANIA CASTAÃEDA,ALMA JAZMIN GASPAR GARCIA,PREESCOLAR,10.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 10 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /MC2 = 1 MB INSTALADO /,,,39000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=12,,,,,,,,,,,,,,,,,,,,,,,,,,
8472,1404338C,PIHUAMO,14DJN0082J,R,MATUTINO,OLINKA,MA. NATIVIDAD LUNA HERRERA,PREESCOLAR,143.0,5.0,5.0,5.0,5.0,,,BENEFICIARIOS = 29 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /MC2 = 1 MB PRE-INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8473,1404339G,PIHUAMO,14DJN0949T,R,MATUTINO,CONSTITUYENTES DE 1917,ALICIA CHAVEZ MENDOZA,PREESCOLAR,8.0,1.0,3.0,3.0,1.0,,,BENEFICIARIOS = 9 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8474,1404340F,PIHUAMO,14DJN0944Y,R,MATUTINO,JUAN JACOBO ROUSSEAU,GALINDO NORA IDALIA RANGEL,PREESCOLAR,37.0,2.0,3.0,2.0,2.0,,,BENEFICIARIOS = 32 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8475,1404341J,PIHUAMO,14DPR2538V,R,MATUTINO,FRANCISCO J MUJICA,AURORA DEL CARMEN HERNANDEZ HERNANDEZ,PRIMARIA,33.0,2.0,6.0,3.0,2.0,90000.0,179999.38,BENEFICIARIOS = 20 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8476,1404342C,PIHUAMO,14DJN0559D,R,MATUTINO,MIGUEL HIDALGO Y COSTILLA,HORTENCIA ZAMORA AVALOS,PREESCOLAR,21.0,1.0,2.0,1.0,1.0,,,BENEFICIARIOS = 21 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8477,1404343G,PIHUAMO,14DPR2038Z,R,MATUTINO,XICOTENCATL,GABRIEL MEJIA VALENCIA,PRIMARIA,9.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8478,1404344K,PIHUAMO,14DJN0948U,R,MATUTINO,MEXICO,MARICELA VARGAS SILVA,PREESCOLAR,23.0,2.0,3.0,2.0,2.0,,,BENEFICIARIOS = 22 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8479,1404345D,PIHUAMO,14DPR2928K,R,MATUTINO,MIGUEL HIDALGO Y COSTILLA,ARNOLDO AVALOS VIRGEN,PRIMARIA,95.0,6.0,6.0,11.0,6.0,,,BENEFICIARIOS = 81 / ALIMENTO CALIENTE,,,,,,,,"TOTAL DE AULAS = 5/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 4/ OBSERVACIONES 1 USO EDUCATIVO, 4 BODEGAS/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0",,80000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=95,45000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=111,,,,,,,,,,,,,,,,,,,,,,,,,,
8480,1404460K,PIHUAMO,14DPR0106T,R,MATUTINO,VENUSTIANO CARRANZA,GABRIEL IGNACIO AYALA GUZMAN,PRIMARIA,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,"TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 0/ OTRO USO = 1/ OBSERVACIONES BIBLIOTECA, NO REPORTA FOTOS/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8481,1404484X,PIHUAMO,14DPR0711Z,R,MATUTINO,MARIANO MATAMOROS,MYRNA ELIZABETH VELASCO AGUIRRE,PRIMARIA,5.0,1.0,5.0,3.0,1.0,90000.0,180000.0,BENEFICIARIOS = 3 / ALIMENTO CALIENTE,,,,,,,,,,80000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8482,1404485B,PIHUAMO,14DPR0713X,R,MATUTINO,SALVADOR GUTIERREZ PADILLA,HERNANDO ULISES SARABIA MEZA,PRIMARIA,31.0,2.0,6.0,4.0,2.0,90000.0,180000.0,BENEFICIARIOS = 26 / ALIMENTO CALIENTE,,,,,,,,,,100000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=31,,,,,,,,,,,,,,,,,,,,,,,,587321.16,,,,
8483,1404486F,PIHUAMO,14DPR0714W,R,MATUTINO,MANUEL LOPEZ COTILLA,ANDRES SALAZAR MEDINA,PRIMARIA,20.0,2.0,6.0,2.0,2.0,90000.0,180000.0,BENEFICIARIOS = 18 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8484,1404487J,PIHUAMO,14DPR0715V,R,MATUTINO,BENITO JUAREZ,MARCOS CRUZ CONSOSPO,PRIMARIA,12.0,1.0,6.0,3.0,3.0,,,BENEFICIARIOS = 7 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8485,1404488C,PIHUAMO,14DPR0719R,R,MATUTINO,LEONA VICARIO,SHEILA CORINNE CARDENAS CADENA,PRIMARIA,9.0,1.0,4.0,3.0,1.0,,,BENEFICIARIOS = 7 / ALIMENTO CALIENTE,,,,,,,,,,,,39000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=9,,,,,,,,,,,,,,,,,,,,,,,,,,
8486,1404489G,PIHUAMO,14DPR0720G,R,MATUTINO,NIÃOS HEROES,NOE OROZCO ANDRADE,PRIMARIA,15.0,2.0,5.0,2.0,2.0,,,BENEFICIARIOS = 16 / ALIMENTO CALIENTE,,,,,,,,,,80000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=15,29000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=10,,,,,,,,,,,,,,,,,,,,,,,,,,
8487,1404491J,PIHUAMO,14DPR0722E,R,MATUTINO,PEDRO MORENO,FRANCISCO JAVIER RANGEL HERNANDEZ,PRIMARIA,10.0,1.0,6.0,2.0,1.0,,,BENEFICIARIOS = 10 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236434.41,,,,
8488,1404519E,PIHUAMO,14DPR1743Y,R,MATUTINO,27 DE SEPTIEMBRE,AMERICA COVARRUBIAS TISNADO,PRIMARIA,8.0,1.0,5.0,2.0,1.0,,,BENEFICIARIOS = 7 / ALIMENTO FRIO,,,,,,,,,,80000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=8,39000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=9,,,,,,,,,,,,,,,,,,,,,,,,,,
8489,1404520D,PIHUAMO,14DPR1744X,R,VESPERTINO,ADOLFO LOPEZ MATEOS,ANDRES MARTINEZ FELICIANO,PRIMARIA,12.0,2.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8490,1404532C,PIHUAMO,14DPR1884X,R,VESPERTINO,RAMON CORONA,JUAN CARLOS RAMIREZ SANDOVAL,PRIMARIA,7.0,1.0,5.0,1.0,1.0,,,BENEFICIARIOS = 2 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8491,1404555H,PIHUAMO,14DPR2059M,R,MATUTINO,JOSE MA PINO SUAREZ,SALVADOR PULIDO VELASCO,PRIMARIA,13.0,1.0,5.0,3.0,1.0,,,BENEFICIARIOS = 13 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8492,1404556A,PIHUAMO,14DPR2060B,R,MATUTINO,LAZARO CARDENAS DEL RIO,BLANCA ESTELA GUDIÃO MARIN,PRIMARIA,10.0,2.0,6.0,3.0,2.0,,,BENEFICIARIOS = 9 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,76994.21,,,,,,,,,,,,,,,,,,,,,350000.0,,
8493,1404557E,PIHUAMO,14DPR2062Z,R,MATUTINO,AÃO DE JUAREZ,CINTHIA ELIZABETH HERNANDEZ SOLORIO,PRIMARIA,20.0,1.0,6.0,4.0,1.0,90000.0,180000.0,BENEFICIARIOS = 20 / ALIMENTO CALIENTE,,,,,,,,,,80000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=20,,,,,78592.61,,,,,,,,,,,,,,,,,,,,,350000.0,,
8494,1404558X,PIHUAMO,14DPR2065X,R,MATUTINO,BELISARIO DOMINGUEZ,SALVADOR PULIDO VELASCO,PRIMARIA,75.0,5.0,6.0,6.0,5.0,,,BENEFICIARIOS = 68 / ALIMENTO CALIENTE,,,,,,,,,,,,39000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=82,,,,,,,,,,,,,,,,,,,,,,,,,,
8495,1404559B,PIHUAMO,14DPR2072G,R,MATUTINO,IGNACIO M ALTAMIRANO,NORA LILIANA LOERA SALCEDO,PRIMARIA,6.0,1.0,4.0,2.0,1.0,,,BENEFICIARIOS = 4 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,76354.85,,,,,,,,,,,,,,,,,,,,,350000.0,,
8496,1404572K,PIHUAMO,14DPR2389D,R,VESPERTINO,JOSE CLEMENTE OROZCO,JOSE LUIS GUTIERREZ NAVA,PRIMARIA,37.0,3.0,6.0,3.0,3.0,,,BENEFICIARIOS = 36 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8497,1404585C,PIHUAMO,14DPR2951L,R,MATUTINO,NIÃO ARTILLERO,CAROLINA AVALOS AVILA,PRIMARIA,5.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 5 / ALIMENTO CALIENTE,,,,,,,,,,60000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=5,,,,,76195.01,,,,,,,,,,,,,,,,,,,,,350000.0,,
8498,1404590G,PIHUAMO,14DPR3102R,R,MATUTINO,NICOLAS BRAVO,ISRAEL RAMIREZ GARCIA,PRIMARIA,14.0,1.0,5.0,2.0,1.0,90000.0,89487.0,BENEFICIARIOS = 13 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79973.91,,,,
8499,1404591K,PIHUAMO,14DPR3103Q,R,MATUTINO,IGNACIO ZARAGOZA,MARIA PRISMA HERNANDEZ JIMENEZ,PRIMARIA,21.0,1.0,6.0,2.0,1.0,,,BENEFICIARIOS = 18 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,1404603B,PIHUAMO,14DPR3535E,R,MATUTINO,VICENTE GUERRERO,JUAN CARLOS VARGAS ORDORICA,PRIMARIA,15.0,1.0,6.0,1.0,1.0,90000.0,180000.0,BENEFICIARIOS = 13 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8501,1404607G,PIHUAMO,14DPR3780P,R,VESPERTINO,JOSEFA ORTIZ DE DOMINGUEZ,RAMIRO TORRES MONTES,PRIMARIA,4.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 5 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8502,1404629H,PIHUAMO,14DJN0946W,R,MATUTINO,FRANCISCO I MADERO,CRISTINA ALEJANDRA VALDERRAMA REYNAGA,PREESCOLAR,16.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 11 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8503,1404631K,PIHUAMO,14DJN1057R,R,MATUTINO,JOSE MA MORELOS Y PAVON,RUTH ISAURA GUERRERO RODRIGUEZ,PREESCOLAR,4.0,1.0,2.0,2.0,1.0,,,BENEFICIARIOS = 1 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8504,1404634A,PIHUAMO,14DJN1177D,R,MATUTINO,AGUSTIN YAÃEZ,HUGO FLORES TORRES,PREESCOLAR,3.0,1.0,1.0,3.0,1.0,,,BENEFICIARIOS = 3 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,
8505,1404636X,PIHUAMO,14DJN5780M,R,MATUTINO,MANUEL DE JESUS CLOUTHIER DEL RINCON,VIRGINIA CARDENAS OROZCO,PREESCOLAR,9.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 5 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8506,1404646K,PIHUAMO,14DJN5108I,R,MATUTINO,JOSE CLEMENTE OROZCO,INES ARREDONDO SANCHEZ,PREESCOLAR,16.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 6 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8507,1404660B,PIHUAMO,14DJN5742J,R,MATUTINO,ADALBERTO NAVARRO SANCHEZ,MIRIAM MUÃIZ RAMOS,PREESCOLAR,11.0,1.0,3.0,2.0,1.0,,,BENEFICIARIOS = 10 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8508,1404661F,PIHUAMO,14DTV0120L,R,MATUTINO,MELCHOR OCAMPO,ERENDIRA GONZALEZ ZAMORA,SECUNDARIA,30.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,eMEXICO = 1 MB INSTALADO /,,,30550.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=37,,,,,,,,,,,,,,,,,,,,,,,,,,
8509,1404662J,PIHUAMO,14DTV0121K,R,MATUTINO,GUILLERMO GONZALEZ CAMARENA,JOSE RUBEN BAEZA VELASCO,SECUNDARIA,50.0,3.0,3.0,4.0,3.0,,,,200000.0,,,ESTADO = INSTALADO / AULAS INTERACTIVAS = 4,,,,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 0/ OTRO USO = 1/ OBSERVACIONES COOPERATIVA/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,eMEXICO = 1 MB INSTALADO /,,,29000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=50,,,,,,,,,,,,,,,,,,,,,,,,,,
8510,1404665K,PIHUAMO,14DTV0162K,R,MATUTINO,MELCHOR OCAMPO,DAVID VILLALVAZO SOLANO,SECUNDARIA,35.0,3.0,3.0,3.0,3.0,,,,150000.0,,,ESTADO = INSTALADO / AULAS INTERACTIVAS = 3,,,,,eMEXICO = 1 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8511,1404674X,PIHUAMO,14DTV0399W,R,MATUTINO,PRISCILIANO SANCHEZ,CLAUDIA JEANNELLE RAMIREZ BAUTISTA,SECUNDARIA,13.0,2.0,3.0,2.0,2.0,,,,100000.0,,,ESTADO = INSTALADO / AULAS INTERACTIVAS = 2,,,,TOTAL DE AULAS = 1/ POR SUSTITUIR USO EDUC = 1/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,eMEXICO = 1 MB INSTALADO /,80000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=13,39000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=13,,,,,,,,,,,,,,,,,,,,,,,,,,
8512,1404679G,PIHUAMO,14DTV0517U,R,MATUTINO,MANUEL LOPEZ COTILLA,MARCOS RUVALCABA COVARRUBIAS,SECUNDARIA,17.0,3.0,3.0,3.0,3.0,,,,150000.0,,,ESTADO = INSTALADO / AULAS INTERACTIVAS = 3,,,,,,100000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=17,29000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=17,,,,,,,,,,,,,,,,,,,,,,,,,,
8513,1404686H,PIHUAMO,14DTV0587P,R,MATUTINO,GUADALUPE VICTORIA,MARIA DEL ROSARIO ROMERO BEJARANO,SECUNDARIA,15.0,2.0,3.0,2.0,2.0,,,,,,,,,,,TOTAL DE AULAS = 2/ POR SUSTITUIR USO EDUC = 2/ OTRO USO = 0/ OBSERVACIONES USO EDUCATIVO/ SUST 2013 =0/ SUST 2014 =0/ SUST 2015 =0,eMEXICO = 1 MB INSTALADO /,70000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=15,49000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=15,,,,,,,,,,,,,,,,,,,,,,,,,,
8514,1404697C,PIHUAMO,14DPR3492X,R,MATUTINO,SALVADOR M LIMA,FRANCISCO SAUL CARDENAS RIOS,PRIMARIA,25.0,3.0,6.0,4.0,3.0,90000.0,90000.0,BENEFICIARIOS = 24 / ALIMENTO CALIENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8515,1404698G,PIHUAMO,14DPR3534F,R,VESPERTINO,SOR JUANA INES DE LA CRUZ,RAMON VERDUZCO CONTRERAS,PRIMARIA,39.0,2.0,6.0,3.0,3.0,,,BENEFICIARIOS = 36 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,40000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=39,39000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=39,,,,,,,,,,,,,,,,,,,,,,,,,,
8516,1404700B,PIHUAMO,14DJN5467V,R,MATUTINO,NIÃOS HEROES,MARIA VALDIVIA VERDUZCO,PREESCOLAR,14.0,1.0,3.0,1.0,1.0,,,BENEFICIARIOS = 12 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8517,1405032D,SAN GABRIEL,14DST0037Z,R,MATUTINO,ESCUELA SECUNDARIA TECNICA 37,JUAN ALEJANDRO NAVARRO,SECUNDARIA,249.0,14.0,9.0,9.0,9.0,,,,,,,,,,,,"eJALISCO = 2 MB INSTALADO /eMEXICO = 0,512 MB INSTALADO /INTERNET PARTICULAR /",,,79900.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=249,,,,,,,,,,,,,,,,,,,,,,,,,,
8518,1405033H,SAN GABRIEL,14EES0536B,R,VESPERTINO,VENUSTIANO CARRANZA,VIRGINIO DE LA LIMA RODRIGUEZ,SECUNDARIA,147.0,10.0,6.0,7.0,6.0,,,,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,50000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=147,29700.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=147,,,,,,,,,,,,,,,,,,,,,,,,,,
8519,1405034A,SAN GABRIEL,14DPR1891G,R,MATUTINO,JUAN ESCUTIA,MARIA DE JESUS GALINDO RAMOS,PRIMARIA,132.0,6.0,6.0,6.0,6.0,,,BENEFICIARIOS = 100 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,45000.0,PEC XIII (2013 -2014) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=132,49000.0,PEC XIV (2014 - 2015) / APOYO TÃCNICO PEDAGÃGICO Y FINANCIERO BENEFICIADOS=140,,,,,,,,,,,,,,,,,,,,,,,,,,
8520,1405035E,SAN GABRIEL,14EPR0828X,R,MATUTINO,VENUSTIANO CARRANZA,EDELMIRA VALENCIA BARAJAS,PRIMARIA,182.0,6.0,6.0,8.0,6.0,,,BENEFICIARIOS = 120 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521,1405035E,SAN GABRIEL,14EPR0281Y,L,VESPERTINO,JUAN RULFO VIZCAINO,EDELMIRA VALENCIA BARAJAS,PRIMARIA,21.0,3.0,6.0,8.0,3.0,,,BENEFICIARIOS = 10 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8522,1405037B,SAN GABRIEL,14EJN0138U,R,MATUTINO,IDOLINA GAONA RUIZ,CRISTINA BETANCOURT RODRIGUEZ,PREESCOLAR,112.0,5.0,5.0,5.0,5.0,,,BENEFICIARIOS = 68 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8523,1405039J,SAN GABRIEL,14EPR0827Y,R,MATUTINO,EDMUNDO FIGUEROA,JORGE YAÃEZ PELAYO,PRIMARIA,218.0,9.0,9.0,11.0,9.0,,,BENEFICIARIOS = 172 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /INTERNET PARTICULAR /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8524,1405040X,SAN GABRIEL,14DJN0920O,R,MATUTINO,BENITO JUAREZ,MARISELA CHAVEZ,PREESCOLAR,105.0,4.0,4.0,4.0,4.0,,,BENEFICIARIOS = 80 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,
8525,1405041B,SAN GABRIEL,14DJN0501D,R,MATUTINO,AGUSTIN MELGAR,MARIA DEL CARMEN ALFARO RAMIREZ,PREESCOLAR,51.0,3.0,3.0,3.0,3.0,,,BENEFICIARIOS = 48 / ALIMENTO FRIO,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8526,1405042F,SAN GABRIEL,14DPR1279R,R,MATUTINO,REVOLUCION AGRARIA,MA. CONCEPCION CAMPOS PERALTA,PRIMARIA,74.0,4.0,6.0,5.0,4.0,,,BENEFICIARIOS = 50 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8527,1405042F,SAN GABRIEL,14DPR2099N,L,VESPERTINO,TIERRA Y LIBERTAD,MA. CONCEPCION CAMPOS PERALTA,PRIMARIA,27.0,3.0,4.0,5.0,3.0,,,BENEFICIARIOS = 25 / ALIMENTO CALIENTE,,,,,,,,,eJALISCO = 2 MB INSTALADO /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
